Subject,Course ,CRN,Course Title,Average Grade,Primary Instructor,,Credit Hours,Start Time,End Time,Days of Week
CEE,310,29699,Transportation Engineering,3.04,"Tutumluer, Erol",,1 TO 4 hours.,ARRANGED,,
CEE,320,29701,Construction Engineering,3.69,"Ignacio, Ernest-John D",,1 TO 4 hours.,9:00 AM,9:50 AM,MWF
CEE,330,29702,Environmental Engineering,3.61,"Nguyen, Thanh H",,0 TO 16 hours.,ARRANGED,,
CEE,340,64871,Energy and Global Environment,3.47,"Stillwell, Ashlynn S",,0 hours.,6:00 AM,7:20 AM,M
CEE,350,29704,Water Resources Engineering,3.52,"Konar, Megan",,0 hours.,6:00 AM,7:20 AM,W
CEE,360,29706,Structural Engineering,3.41,"Yan, Jinhui",,0 hours.,5:00 PM,7:50 PM,R
CEE,380,42446,Geotechnical Engineering,2.54,"Baser, Tugce",,0 hours.,ARRANGED,,
CEE,398,61260,Project Based Learning in CEE,3.57,"Roesler, Jeffery R",,1 hours.,11:00 AM,11:50 AM,W
CEE,412,71926,High-Speed Rail Engineering,3.75,"Ruppert, Conrad J",,1 hours.,2:00 PM,2:50 PM,W
CEE,421,29738,Construction Planning,3.5,"El-Rayes, Khaled A",,3 hours.,12:30 PM,1:50 PM,TR
CEE,422,29740,Construction Cost Analysis,3.38,"El-Gohary, Nora",,1 hours.,3:00 PM,3:50 PM,T
CEE,432,67088,Stream Ecology,3.55,"Tinoco Lopez, Rafael Omar",,1 hours.,ARRANGED,,
CEE,434,29744,Environmental Systems I,3.36,"Cai, Ximing",,1 hours.,10:00 AM,10:50 AM,T
CEE,437,29749,Water Quality Engineering,3.43,"Cusick, Roland",,3 hours.,7:30 AM,8:50 AM,MW
CEE,442,29746,"Env Eng Principles, Physical",3.65,"Espinosa Marzal, Rosa M",,3 hours.,ARRANGED,,
CEE,450,29758,Surface Hydrology,3.68,"Kumar, Praveen",,3 hours.,8:00 AM,9:30 AM,TR
CEE,457,43780,Groundwater,3.41,"Valocchi, Albert J",,3 hours.,1:00 PM,1:50 PM,R
CEE,458,68124,Water Resources Field Methods,3.91,"Schmidt, Arthur R",,3 hours.,2:00 PM,2:50 PM,R
CEE,460,29767,Steel Structures I,3.51,"Elbanna, Ahmed",,3 hours.,1:00 PM,2:50 PM,T
CEE,461,29770,Reinforced Concrete I,3.45,"Gurfinkel, German",,3 hours.,12:00 PM,12:50 PM,R
CEE,463,29773,Reinforced Concrete II,3.44,"Andrawes, Bassem O",,3 hours.,11:00 AM,11:50 AM,R
CEE,470,29778,Structural Analysis,2.79,"Duarte, Carlos A",,3 hours.,9:30 AM,10:50 AM,TR
CEE,471,29780,Structural Mechanics,3.05,"Lopez-Pamies, Oscar",,3 hours.,1:00 PM,2:20 PM,TR
CEE,472,29782,Structural Dynamics I,3.6,"Spencer, B F",,3 hours.,9:00 AM,9:50 AM,F
CEE,491,66350,Decision and Risk Analysis,2.5,"Gardoni, Paolo",,3 hours.,10:00 AM,10:50 AM,F
CEE,493,66346,Sustainable Design Eng Tech,3.83,"Guest, Jeremy S",,3 hours.,2:00 PM,2:50 PM,F
CEE,498,41720,Constr Equipment and Methods,3.82,"Young, Brent D",,3 hours.,9:00 AM,9:50 AM,F
CEE,512,61261,Logistics Systems Analysis,3.43,"Ouyang, Yanfeng",,3 hours.,10:00 AM,10:50 AM,F
CEE,524,53737,Construction Law,3.78,"Stark, Timothy D",,3 hours.,2:00 PM,2:50 PM,F
CEE,598,45663,Globalization of Water,3.79,"Konar, Megan",,3 hours.,11:00 AM,11:50 AM,F
CHBE,221,31555,Principles of CHE,2.74,"Higdon, Jonathan J",,3 hours.,1:00 PM,1:50 PM,F
CHBE,221,64581,Principles of CHE,2.55,"Rogers, Simon",,3 hours.,1:00 PM,1:50 PM,MW
CHBE,321,62801,Thermodynamics,2.6,"Hammack, William S",,3 hours.,ARRANGED,,
CHBE,421,31577,Momentum and Heat Transfer,2.75,"Harley, Brendan A",,3 hours.,12:30 PM,1:50 PM,MW
CHBE,422,64588,Mass Transfer Operations,3.06,"Su, Xiao",,3 hours.,10:00 AM,11:20 AM,TR
CHBE,424,62800,Chemical Reaction Engineering,2.87,"Peters, Baron G",,3 hours.,1:00 PM,1:50 PM,MWF
CHBE,430,31604,Unit Operations Laboratory,3.88,"Mitrovski, Svetlana",,3 hours.,12:30 PM,1:45 PM,TR
CHBE,431,29900,Process Design,3.62,"Floess, Joachim",,3 hours.,10:00 AM,11:20 AM,MW
CHBE,440,36100,Process Control and Dynamics,3.23,"Shukla, Diwakar",,3 hours.,12:30 PM,1:50 PM,TR
CHBE,471,41112,Biochemical Engineering,3.2,"Kraft, Mary L",,3 hours.,2:00 PM,2:50 PM,F
CHBE,476,61156,Biotransport,3.77,"Kong, Hyun Joon",,3 hours.,11:00 AM,11:50 AM,F
CHBE,494,71540,Comp Methods in Chemical Engr,3.88,"Rao, Christopher V",,3 hours.,4:00 PM,4:50 PM,W
CHBE,494,49468,Statistics in Chemical Engrg,2.97,"Mitrovski, Svetlana",,3 hours.,2:00 PM,2:50 PM,MW
CHBE,521,29905,Applied Mathematics in CHBE,3.51,"Higdon, Jonathan J",,4 hours.,2:00 PM,3:50 PM,R
CHEM,101,36151,Introductory Chemistry,2.66,"McCarren, Elise M",,4 hours.,2:00 PM,3:50 PM,T
CHEM,101,41897,Introductory Chemistry,2.45,"Leveritt, John M",,4 hours.,2:00 PM,3:50 PM,R
CHEM,101,67309,Introductory Chemistry,2.65,"Leveritt, John M",,4 hours.,2:00 PM,3:50 PM,T
CHEM,101,50683,Introductory Chemistry,2.65,"McCarren, Elise M",,3 hours.,11:00 AM,12:20 PM,TR
CHEM,102,36203,General Chemistry I,2.39,"Gunasekera, Mutha Merenna",,3 hours.,12:00 PM,1:20 PM,MW
CHEM,102,36109,General Chemistry I,2.41,"Hummel, Thomas J",,3 hours.,9:00 AM,11:50 AM,F
CHEM,102,36148,General Chemistry I,2.51,"Hummel, Thomas J",,3 hours.,6:00 PM,8:50 PM,R
CHEM,102,48904,General Chemistry I,2.49,"Andino Martinez, Jose G",,3 OR 4 hours.,10:30 AM,11:50 AM,TR
CHEM,102,47349,General Chemistry I,2.75,"Gunasekera, Mutha Merenna",,3 OR 4 hours.,10:30 AM,11:50 AM,TR
CHEM,102,47359,General Chemistry I,2.38,"Huang, Tina H",,2 TO 4 hours.,10:00 AM,11:50 AM,T
CHEM,102,58208,General Chemistry I,2.67,"Huang, Tina H",,2 TO 4 hours.,10:00 AM,11:50 AM,T
CHEM,103,70442,General Chemistry Lab I,3.59,"Ray, Christian R",,3 OR 4 hours.,1:00 PM,2:20 PM,TR
CHEM,104,36274,General Chemistry II,2.52,"Ray, Christian R",,3 OR 4 hours.,1:00 PM,2:20 PM,TR
CHEM,104,36355,General Chemistry II,2.17,"Marville, Kelly",,3 OR 4 hours.,10:30 AM,11:50 AM,TR
CHEM,104,63218,General Chemistry II,2.49,"Ray, Christian R",,3 OR 4 hours.,10:30 AM,11:50 AM,TR
CHEM,105,70437,General Chemistry Lab II,3.59,"Marville, Kelly",,3 OR 4 hours.,11:00 AM,1:50 PM,F
CHEM,199,56161,Undergraduate Open Seminar,3.88,"McCarren, Elise M",,3 OR 4 hours.,11:00 AM,1:50 PM,F
CHEM,199,56166,Undergraduate Open Seminar,3.56,"McCarren, Elise M",,3 OR 4 hours.,12:00 PM,2:50 PM,F
CHEM,199,47587,Undergraduate Open Seminar,3.75,"McCarren, Elise M",,3 OR 4 hours.,12:00 PM,2:50 PM,F
CHEM,199,65501,Undergraduate Open Seminar,3.76,"McCarren, Elise M",,3 OR 4 hours.,12:00 PM,1:20 PM,MW
CHEM,199,31588,Undergraduate Open Seminar,3.93,"McCarren, Elise M",,3 OR 4 hours.,12:00 PM,1:20 PM,MW
CHEM,202,36229,Accelerated Chemistry I,2.56,"Decoste, Donald J",,1 TO 4 hours.,ARRANGED,,
CHEM,203,36265,Accelerated Chemistry Lab I,2.86,"Andino Martinez, Jose G",,1 TO 5 hours.,ARRANGED,,
CHEM,203,38842,Accelerated Chemistry Lab I,3.07,"Andino Martinez, Jose G",,3 hours.,9:30 AM,10:45 AM,TR
CHEM,222,29906,Quantitative Analysis Lecture,3.5,"Shen, Mei",,5 hours.,1:00 PM,1:50 PM,W
CHEM,223,31611,Quantitative Analysis Lab,3.21,"Olson, Dean",,5 hours.,1:00 PM,1:50 PM,MTRF
CHEM,232,67991,Elementary Organic Chemistry I,2.45,"Axelson, Jordan C",,5 hours.,11:00 AM,11:50 AM,W
CHEM,232,67992,Elementary Organic Chemistry I,2.77,"Axelson, Jordan C",,5 hours.,11:00 AM,11:50 AM,MTRF
CHEM,232,66361,Elementary Organic Chemistry I,3.09,"Zavala, Jose",,5 hours.,9:00 AM,10:20 AM,F
CHEM,233,36313,Elementary Organic Chem Lab I,3.48,"Kell, David A",,5 hours.,2:00 PM,3:20 PM,M
CHEM,233,36315,Elementary Organic Chem Lab I,3.4,"Kell, David A",,3 hours.,10:00 AM,11:20 AM,TR
CHEM,236,36332,Fundamental Organic Chem I,2.84,"Zimmerman, Steven C",,3 hours.,9:00 AM,9:50 AM,MWF
CHEM,237,51012,Structure and Synthesis,2.84,"White, M C",,3 hours.,ARRANGED,,
CHEM,237,36374,Structure and Synthesis,2.88,"White, M C",,3 OR 4 hours.,ARRANGED,,
CHEM,312,29907,Inorganic Chemistry,2.8,"Gewirth, Andrew A",,4 hours.,2:00 PM,2:50 PM,W
CHEM,315,31620,Instrumental Chem Systems Lab,3.11,"Leckband, Deborah E",,4 hours.,2:00 PM,2:50 PM,MTR
CHEM,332,29909,Elementary Organic Chem II,2.49,"Koerner, Michael",,4 hours.,10:00 AM,10:50 AM,W
CHEM,420,29908,Instrumental Characterization,2.82,"Han, Hee Sun",,4 hours.,10:00 AM,10:50 AM,MTR
CHEM,440,31624,Physical Chemistry Principles,3.38,"Rienstra, Chad",,3 hours.,11:00 AM,12:20 PM,MW
CHEM,440,31626,Physical Chemistry Principles,2.96,"Tajkhorshid, Emad",,4 hours.,ARRANGED,,
CHEM,442,31628,Physical Chemistry I,3.78,"Hirata, So",,3 hours.,ARRANGED,,
CHEM,442,62728,Physical Chemistry I,2.54,"van der Veen, Renske",,1 TO 4 hours.,ARRANGED,,
CHEM,483,69977,Solid State Structural Anlys,3.58,"Girolami, Gregory S",,3 OR 4 hours.,2:00 PM,3:20 PM,TR
CHEM,512,29928,Advanced Inorganic Chemistry,3.36,"Olshansky, Lisa",,3 OR 4 hours.,2:00 PM,3:20 PM,TR
CHEM,532,29946,Physical Organic Chemistry,3.49,"van der Donk, Wilfred A",,2 OR 4 hours.,ARRANGED,,
CHEM,534,42841,Advanced Organic Synthesis,3.29,"Sarlah, David",,0 TO 8 hours.,ARRANGED,,
CHEM,570,60383,Concepts in Chemical Biology,3.43,"Mehta, Angad P",,3 hours.,9:00 AM,9:50 AM,MWF
CHEM,584,46582,Introduction to Materials Chem,3.63,"Murphy, Catherine J",,3 hours.,11:00 AM,11:50 AM,MWF
CHLH,100,33601,Contemporary Health,3.72,"Jones, Alicia R",,2 hours.,11:00 AM,12:50 PM,TR
CHLH,100,71346,Contemporary Health,3.53,"Trask, Jeffrey T",,3 hours.,9:30 AM,10:50 AM,TR
CHLH,101,33648,Introduction to Public Health,3.31,"Khamzina, Madina",,1 TO 3 hours.,ARRANGED,,
CHLH,101,33652,Introduction to Public Health,3.27,"Yarnot, Rebecca K",,1 TO 4 hours.,ARRANGED,,
CHLH,125,59577,Orientation KIN & Comm Health,3.74,"Cosat, Christopher A",,1 TO 3 hours.,ARRANGED,,
CHLH,199,31590,Campus Acq Rape Educ (CARE),3.81,"Kolisetty, Jaya L",,1 TO 4 hours.,ARRANGED,,
CHLH,200,29988,Mental Health,3.38,"Gobin, Robyn L",,3 hours.,2:00 PM,3:20 PM,TR
CHLH,201,68861,Public Health Research Methods,3.63,"Klonoff-Cohen, Hillary",,2 hours.,12:30 PM,2:20 PM,TR
CHLH,206,68329,Human Sexuality,3.26,"Rinaldi-Miles, Anna I",,2 hours.,ARRANGED,,
CHLH,206,57350,Human Sexuality,3.12,"Rinaldi-Miles, Anna I",,2 hours.,ARRANGED,,
CHLH,210,29992,Community Health Organizations,3.35,"Pellum, Danielle M",,1 TO 5 hours.,ARRANGED,,
CHLH,243,33729,Drug Use and Abuse,3.55,"Santens, Ryan L",,3 hours.,9:00 AM,10:50 AM,T
CHLH,243,33730,Drug Use and Abuse,3.57,"Wenckus, Julia M",,3 hours.,3:00 PM,4:50 PM,W
CHLH,243,57351,Drug Use and Abuse,3.74,"Kersh, Renique",,3 hours.,11:00 AM,12:50 PM,W
CHLH,243,70237,Drug Use and Abuse,3.82,"Kersh, Renique",,3 hours.,11:00 AM,12:50 PM,F
CHLH,244,38821,Health Statistics,2.83,"Parab, Kaustubh V",,3 hours.,3:00 PM,4:50 PM,R
CHLH,250,29994,Health Care Systems,3.48,"Kumar, Julie A",,3 hours.,11:00 AM,12:50 PM,M
CHLH,260,38826,Introduction to Medical Ethics,3.52,"Mamaril, Cezar Brian C",,3 hours.,9:30 AM,10:20 AM,R
CHLH,260,64915,Introduction to Medical Ethics,3.56,"Mamaril, Cezar Brian C",,3 hours.,11:00 AM,11:50 AM,R
CHLH,274,29997,Introduction to Epidemiology,3.07,"Darfour-Oduro, Sandra A",,3 hours.,2:00 PM,2:50 PM,R
CHLH,274,68385,Introduction to Epidemiology,3.15,"Darfour-Oduro, Sandra A",,3 hours.,9:00 AM,9:50 AM,F
CHLH,304,31598,Foundations of Health Behavior,3.26,"Adamson, Brynn C",,3 hours.,11:00 AM,11:50 AM,F
CHLH,380,47340,Orientation to Internship,3.79,"Adamson, Brynn C",,3 hours.,10:00 AM,10:50 AM,F
CHLH,404,58803,Gerontology,3.85,"Schwingel, Andiara",,3 hours.,9:00 AM,9:50 AM,MW
CHLH,410,30000,Public Health Practice,3.67,"Kaplan, Justine",,2 hours.,9:00 AM,10:50 AM,F
CHLH,415,62031,International Health,3.36,"Schwingel, Andiara",,1 TO 6 hours.,ARRANGED,,
CHLH,421,30003,Health Data Analysis,3.19,"Kang, Hyojung",,1 TO 4 hours.,ARRANGED,,
CHLH,455,30011,Health Services Financing,3.78,"Mamaril, Cezar Brian C",,2 hours.,2:00 PM,3:50 PM,M
CHLH,456,35550,Organization of Health Care,3.41,"Seraphin, Tammy J",,3 hours.,1:00 PM,2:20 PM,MW
CHLH,457,33625,Health Planning,3.61,"Hale, Timothy",,3 hours.,10:00 AM,10:50 AM,MW
CHLH,458,30015,Health Administration,3.13,"Sullivan, Luke",,3 hours.,4:00 PM,6:50 PM,M
CHLH,572,72038,Principles of Epidemiology,3.64,"Singleton, Chelsea R",,3 hours.,2:00 PM,2:50 PM,W
CHP,199,67349,Honors Uncommon Reads,3.96,"Murphy, Christopher",,3 hours.,1:00 PM,1:50 PM,R
CI,210,66096,Intro to Digital Learning Env,3.86,"Lindgren, Robb W",,3 hours.,10:00 AM,10:50 AM,F
CI,403,36449,Tchg Diverse High School Stu,3.64,"Mann, Jay A",,3 hours.,10:00 AM,10:50 AM,MW
CI,405,31474,Intro Tchg Elem Age Children,3.81,"Dean, Sheila R",,1 TO 4 hours.,ARRANGED,,
CI,405,31476,Intro Tchg Elem Age Children,3.52,"Dean, Sheila R",,3 hours.,5:30 PM,8:20 PM,T
CI,406,31478,Thry Prac in Elem Schl Tch I,3.81,"Lyons, Mary E",,3 hours.,5:30 PM,8:20 PM,T
CI,406,31481,Thry Prac in Elem Schl Tch I,3.9,"Burdick, Lynn S",,3 hours.,5:30 PM,8:20 PM,T
CI,406,31482,Thry Prac in Elem Schl Tch I,3.87,"Dornfeld, Catherine L",,3 hours.,5:30 PM,8:20 PM,W
CI,410,66095,"Middle Schl Inst, Phil, & Str",3.41,"Dean, Sheila R",,3 hours.,5:30 PM,8:20 PM,W
CI,415,61063,"Lang Varieties,Cult,& Learning",3.91,"Gonzalez, Monica",,3 hours.,2:30 PM,5:20 PM,T
CI,415,51148,"Lang Varieties,Cult,& Learning",3.83,"Elassi, Amal M",,3 hours.,2:30 PM,5:20 PM,T
CI,430,51091,Teaching Children Mathematics,3.68,"Thompson, Bradley L",,2 hours.,5:30 PM,8:20 PM,M
CI,430,51241,Teaching Children Mathematics,3.56,"Alameh, Sahar K",,2 hours.,5:30 PM,8:20 PM,M
CI,430,51242,Teaching Children Mathematics,3.37,"Poetzel, Adam R",,2 hours.,ARRANGED,,
CI,450,31459,Tchg Elem Science I,3.71,"Mathayas, Nitasha",,2 hours.,5:30 PM,8:20 PM,M
CI,450,64404,Tchg Elem Science I,3.61,"Dean, Sheila R",,2 hours.,5:30 PM,8:20 PM,M
CI,452,67691,Soc Stu as Action and Inquiry,3.6,"Cordoba, Tanya E",,2 hours.,ARRANGED,,
CI,452,67692,Soc Stu as Action and Inquiry,3.92,"Lewis, Alisha L",,3 OR 4 hours.,9:30 AM,10:50 AM,TR
CI,467,31470,Princ Tchg Lit to Child Youth,3.72,"Moller, Karla J",,3 OR 4 hours.,9:30 AM,10:50 AM,TR
CI,467,31477,Princ Tchg Lit to Child Youth,3.93,"Moller, Karla J",,1 TO 4 hours.,ARRANGED,,
CI,467,31473,Princ Tchg Lit to Child Youth,3.66,"MacGregor, Nancy A",,4 hours.,ARRANGED,,
CI,471,43075,Princ Prac Foster Indep Rdg,3.78,"MacGregor, Nancy A",,1 hours.,ARRANGED,,
CI,476,66085,Teach Elem & Mid Lang Arts,3.4,"MacGregor, Nancy A",,1 TO 4 hours.,ARRANGED,,
CI,476,67695,Teach Elem & Mid Lang Arts,3.78,"James, Carrie L",,2 hours.,5:30 PM,8:30 PM,R
CI,541,59374,Learning in Science,3.87,"Shehab, Saadeddine",,2 hours.,5:30 PM,8:30 PM,R
CI,550,35738,Methods of Educational Inquiry,3.86,"Paquette, Luc",,2 hours.,5:30 PM,8:30 PM,R
CLCV,102,71429,Medical Terms-GRK & LAT Roots,3.73,"Goebel, Clarissa A",,2 hours.,5:30 PM,8:30 PM,R
CLCV,102,71430,Medical Terms-GRK & LAT Roots,3.41,"Goebel, Clarissa A",,0 TO 8 hours.,ARRANGED,,
CLCV,111,30033,Mythology of Greece and Rome,3.04,"Solomon, Jon",,0 TO 8 hours.,ARRANGED,,
CLCV,114,30039,Introduction to Greek Culture,3.25,"Bosak-Schroeder, Clara R",,1 hours.,11:00 AM,11:50 AM,F
CLCV,115,33538,Mythology of Greece and Rome,3.18,"McLean, Daniel R",,1 TO 6 hours.,ARRANGED,,
CLCV,115,33767,Mythology of Greece and Rome,3.61,"Starr, Emma J",,1 TO 6 hours.,12:30 PM,1:50 PM,TR
CLCV,115,33773,Mythology of Greece and Rome,3.5,"Smith, Allen",,1 TO 6 hours.,11:00 AM,12:20 PM,TR
CLCV,115,33775,Mythology of Greece and Rome,3.4,"Starr, Emma J",,0 TO 18 hours.,ARRANGED,,
CLCV,115,33777,Mythology of Greece and Rome,3.6,"McLean, Daniel R",,3 hours.,5:00 PM,5:50 PM,M
CLCV,115,33781,Mythology of Greece and Rome,3.57,"Scheele, Genevieve V",,3 hours.,12:30 PM,1:20 PM,T
CLCV,115,33786,Mythology of Greece and Rome,3.63,"Karnes, Victoria A",,3 hours.,12:30 PM,1:20 PM,R
CLCV,115,33796,Mythology of Greece and Rome,3.38,"Scheele, Genevieve V",,1 TO 6 hours.,ARRANGED,,
CLCV,115,33741,Mythology of Greece and Rome,3.54,"Goebel, Clarissa A",,1 TO 6 hours.,ARRANGED,,
CLCV,115,33745,Mythology of Greece and Rome,3.51,"McQueen, Kelli A",,1 TO 6 hours.,ARRANGED,,
CLCV,115,40204,Mythology of Greece and Rome,3.29,"Cornell, Megan E",,1 TO 4 hours.,ARRANGED,,
CLCV,115,40205,Mythology of Greece and Rome,3.63,"McLean, Daniel R",,3 hours.,10:00 AM,10:50 AM,MWF
CLCV,115,40206,Mythology of Greece and Rome,3.31,"Scheele, Genevieve V",,3 hours.,11:00 AM,12:15 PM,TR
CLCV,115,40207,Mythology of Greece and Rome,3.18,"Scheele, Genevieve V",,3 hours.,12:30 PM,1:45 PM,TR
CLCV,115,38978,Mythology of Greece and Rome,3.42,"McQueen, Kelli A",,3 hours.,3:30 PM,4:45 PM,TR
CLCV,115,38911,Mythology of Greece and Rome,3.44,"Karnes, Victoria A",,3 hours.,12:30 PM,1:50 PM,TR
CLCV,115,38914,Mythology of Greece and Rome,3.82,"Goebel, Clarissa A",,3 hours.,11:00 AM,12:15 PM,TR
CLCV,120,71925,Storytelling & Transformation,3.67,"Hadjipolycarpou, Maria",,3 OR 4 hours.,12:30 PM,1:45 PM,TR
CLCV,131,30042,"Classical Archaeology, Greece",3.1,"Kaufman, Brett S",,3 OR 4 hours.,12:30 PM,1:45 PM,TR
CLCV,222,63191,Intro to Greek & Roman Theater,3.17,"Traill, Ariana",,3 OR 4 hours.,12:30 PM,1:45 PM,TR
CLCV,224,71436,Amer Race&Ethnicity ClasicTrad,3.79,"Redding, Austin L",,3 OR 4 hours.,12:30 PM,1:45 PM,TR
CLCV,224,71440,Amer Race&Ethnicity ClasicTrad,3.81,"Merkley, Kyle G",,4 hours.,8:00 AM,9:50 AM,T
CLCV,224,71442,Amer Race&Ethnicity ClasicTrad,3.96,"Weed, Ashley K",,4 hours.,10:00 AM,11:50 AM,T
CLCV,224,71443,Amer Race&Ethnicity ClasicTrad,3.91,"Merkley, Kyle G",,4 hours.,3:00 PM,4:50 PM,T
CLCV,224,71444,Amer Race&Ethnicity ClasicTrad,3.88,"Weed, Ashley K",,4 hours.,10:00 AM,11:50 AM,R
CLCV,231,72043,Development of Ancient Cities,3.51,"Kaufman, Brett S",,4 hours.,3:00 PM,4:50 PM,R
CLCV,240,33544,Sex & Gender in Antiquity,3.11,"Williams, Craig A",,4 hours.,8:00 AM,9:50 AM,R
CMN,101,59583,Public Speaking,2.87,"Gregory, Rachael E",,4 hours.,2:00 PM,2:50 PM,MWF
CMN,101,53341,Public Speaking,3.52,"Storie, Matthew A",,2 hours.,3:00 PM,4:50 PM,R
CMN,101,53308,Public Speaking,3.33,"Gregory, Rachael E",,2 hours.,4:00 PM,4:50 PM,T
CMN,101,53309,Public Speaking,2.99,"Storie, Matthew A",,3 hours.,3:00 PM,4:50 PM,MW
CMN,101,53310,Public Speaking,3.58,"Okegbe, Samantha I",,3 hours.,3:00 PM,4:50 PM,TR
CMN,101,53312,Public Speaking,2.9,"Merkel, Melissa A",,1 TO 5 hours.,ARRANGED,,
CMN,101,53311,Public Speaking,2.9,"Bunch, Caroline M",,1 TO 5 hours.,1:00 PM,2:50 PM,TWR
CMN,101,53314,Public Speaking,3.68,"Sevilla, Melinda R",,1 TO 5 hours.,3:00 PM,4:50 PM,MW
CMN,101,53317,Public Speaking,3.39,"Gailey, Benjamin J",,1 TO 5 hours.,8:00 AM,11:50 AM,S
CMN,101,59503,Public Speaking,3.68,"Okegbe, Samantha I",,1 TO 5 hours.,4:00 PM,4:50 PM,R
CMN,101,53321,Public Speaking,3.46,"Macswain, Chandler J",,1 TO 5 hours.,4:00 PM,7:50 PM,T
CMN,101,53323,Public Speaking,3.31,"Sevilla, Melinda R",,3 hours.,1:00 PM,2:20 PM,T
CMN,101,53328,Public Speaking,3.35,"Troche, Graciela",,3 hours.,1:00 PM,1:50 PM,R
CMN,101,53338,Public Speaking,3.16,"Bunsold, Katherine",,3 hours.,ARRANGED,,
CMN,101,53339,Public Speaking,3.17,"Macswain, Chandler J",,3 hours.,12:30 PM,1:50 PM,TR
CMN,101,53343,Public Speaking,3.03,"Johnson, Lauren P",,3 hours.,12:00 PM,12:50 PM,R
CMN,101,53342,Public Speaking,3.06,"Troche, Graciela",,3 hours.,1:00 PM,1:50 PM,R
CMN,101,53344,Public Speaking,3.47,"Bunsold, Katherine",,3 hours.,2:00 PM,2:50 PM,R
CMN,101,53345,Public Speaking,3.56,"Johnson, Lauren P",,3 hours.,3:00 PM,3:50 PM,R
CMN,101,53347,Public Speaking,3.58,"Marino, Michael P",,3 hours.,4:00 PM,4:50 PM,R
CMN,101,63895,Public Speaking,3.51,"Taylor, Emma M",,3 hours.,11:00 AM,11:50 AM,R
CMN,101,53305,Public Speaking,2.91,"Scarborough, Amber D",,3 hours.,1:00 PM,1:50 PM,W
CMN,101,59508,Public Speaking,3.53,"Marino, Michael P",,3 hours.,2:00 PM,2:50 PM,W
CMN,101,59582,Public Speaking,3.22,"Scarborough, Amber D",,3 hours.,3:00 PM,3:50 PM,W
CMN,101,59510,Public Speaking,3.56,"Kriss, Lauren A",,3 hours.,4:00 PM,4:50 PM,W
CMN,101,53351,Public Speaking,3.08,"Farnworth, Megan J",,3 hours.,ARRANGED,,
CMN,101,53352,Public Speaking,3.62,"Kriss, Lauren A",,3 hours.,6:00 AM,8:50 AM,TR
CMN,101,53353,Public Speaking,3.35,"Makos, Shana M",,3 hours.,12:00 PM,12:50 PM,M
CMN,101,53354,Public Speaking,3.58,"Pool, Kirsten",,3 hours.,10:00 AM,10:50 AM,MWF
CMN,101,53356,Public Speaking,3.5,"Izaguirre, Jose G",,3 hours.,9:00 AM,9:50 AM,MWF
CMN,101,53357,Public Speaking,3.75,"Costello, Thomas J",,3 hours.,12:30 PM,1:50 PM,TR
CMN,101,53360,Public Speaking,3.2,"Hannan, Shawn",,3 hours.,10:00 AM,10:50 AM,MWF
CMN,101,53358,Public Speaking,3.51,"Fields, Victoria T",,1 hours.,3:00 PM,3:50 PM,T
CMN,101,53365,Public Speaking,3.54,"Gailey, Benjamin J",,3 hours.,12:00 PM,12:50 PM,M
CMN,101,53367,Public Speaking,3.74,"Bencivenga, Sarah V",,3 hours.,1:00 PM,1:50 PM,M
CMN,101,53370,Public Speaking,3.69,"Vernon, Allison M",,3 hours.,9:30 AM,10:50 AM,TR
CMN,101,53371,Public Speaking,3.2,"Bishop, Nathaniel E",,3 hours.,11:00 AM,12:20 PM,TR
CMN,101,59511,Public Speaking,3.51,"Bencivenga, Sarah V",,2 hours.,1:00 PM,2:50 PM,R
CMN,101,53372,Public Speaking,3.55,"Makos, Shana M",,2 hours.,1:00 PM,1:50 PM,T
CMN,101,53373,Public Speaking,3.54,"Vernon, Allison M",,3 hours.,3:00 PM,6:20 PM,MWF
CMN,101,53307,Public Speaking,3.23,"Pool, Kirsten",,3 hours.,3:00 PM,4:50 PM,MWF
CMN,101,53349,Public Speaking,3.42,"Hannan, Shawn",,2 hours.,ARRANGED,,
CMN,101,53375,Public Speaking,2.83,"Hannan, Shawn",,3 hours.,9:30 AM,10:50 AM,TR
CMN,102,53390,Intro to Comm Theory & Res,3.03,"Quick, Brian L",,3 hours.,9:00 AM,9:50 AM,MWF
CMN,111,53410,Oral & Written Comm I,3.68,"Tscholl, Gabriela",,1 TO 5 hours.,ARRANGED,,
CMN,111,53412,Oral & Written Comm I,3.78,"Campbell, Dominique N",,1 TO 5 hours.,ARRANGED,,
CMN,111,53414,Oral & Written Comm I,3.59,"Harrison, Kimberlyn R",,1 TO 5 hours.,ARRANGED,,
CMN,111,53422,Oral & Written Comm I,3.59,"Caban, Sarah",,1 TO 5 hours.,ARRANGED,,
CMN,111,53427,Oral & Written Comm I,3.74,"Giorgio, Grace A",,1 TO 5 hours.,ARRANGED,,
CMN,111,53428,Oral & Written Comm I,3.67,"Axtman-Barker, Pamela A",,1 TO 5 hours.,ARRANGED,,
CMN,111,53431,Oral & Written Comm I,3.74,"Rodriguez, Emily M",,1 TO 5 hours.,ARRANGED,,
CMN,111,53430,Oral & Written Comm I,3.58,"Golding, Wallace S",,1 TO 5 hours.,ARRANGED,,
CMN,111,53432,Oral & Written Comm I,3.75,"Rodriguez, Emily M",,1 TO 5 hours.,ARRANGED,,
